mark,morp,morp_descn,convert_morp
1,M893-899,复合的混合性和间质性肿瘤,
0,M8940/0,"多形性腺瘤/混合瘤，涎腺型C07.-/C08.-
软骨样汗管瘤C44.-",
0,M8940/3,"混合瘤，恶性NOS；混合瘤，涎腺型，恶性C07.-/C08.-
恶性软骨样汗管瘤C44.-",
0,M8941/3,多形性腺瘤内的癌C07.-/C08.-,
0,M8950/3,苗勒(Mullerian)混合瘤C54.-,
0,M8951/3,中胚层混合瘤,
0,M8959/0,良性/小儿/成人囊性肾瘤C64.9；混合性上皮间质瘤,
0,M8959/1,囊性部分分化性肾母细胞瘤C64.9,
0,M8959/3,恶性（多腔性）囊性肾瘤C64.9,
0,M8960/1,中胚层肾瘤,
0,M8960/3,肾（母细胞）瘤NOS C64.9；维尔姆斯(Wilms)瘤C64.9,
0,M8963/3,（恶性）横纹肌样瘤NOS；横纹肌样肉瘤,
0,M8964/3,肾的透明细胞肉瘤C64.9,
3,M8965/0,肾源性腺纤维瘤C64.9,M9013/0
0,M8966/0,肾髓性间质细胞/纤维瘤C64.9,
0,M8967/0,骨化性肾瘤C64.9,
0,M8970/3,"肝母细胞瘤C22.0 C22.2
胚胎性肝细胞瘤C22.0 C22.2
肝母细胞瘤，上皮样细胞/混合性上皮-间质C22.0 C22.2",
0,M8971/3,胰母细胞瘤C25.-,
0,M8972/3,肺母细胞瘤C34.-,
0,M8973/3,胸膜肺母细胞瘤,
0,M8974/1,涎母细胞瘤,
2,M8975/1,钙化嵌套间质-上皮瘤C22.0,
0,M8980/3,癌肉瘤NOS,
0,M8981/3,癌肉瘤，胚胎型,
0,M8982/0,肌上皮（性）（腺）瘤；外胚层软骨样粘液瘤,
0,M8982/3,恶性肌上皮瘤/肌上皮性癌,
0,M8983/0,腺肌上皮瘤，良性/NOS C50.-,
2,M8983/3,腺肌上皮瘤，伴有癌C50.-；恶性腺肌上皮瘤C50.-,
0,M8990/0,（高磷酸盐尿）间叶瘤，良性/NOS,
0,M8990/1,（混合性）间叶瘤NOS；原始非神经颗粒细胞瘤,
0,M8990/3,（高磷酸盐尿）间叶瘤，恶性；混合性间叶肉瘤,
0,M8991/3,胚胎性肉瘤,
2,M8992/0,肺错构瘤C34.-,
0,M9000/0,布伦纳（勃勒纳/Brenner）瘤NOS C56.9,
0,M9000/1,布伦纳（勃勒纳/Brenner）瘤，交界恶性/不典型增生C56.9,
0,M9000/3,布伦纳（勃勒纳/Brenner）瘤，恶性C56.9,
1,M900-903,纤维上皮性肿瘤,
0,M9010/0,纤维腺瘤NOS C50.-；脂肪纤维瘤,
0,M9011/0,小管内纤维腺瘤C50.-,
0,M9012/0,小管周纤维腺瘤C50.-,
0,M9013/0,（囊性/乳头状）纤维腺瘤NOS；肾源性腺纤维瘤C64.9,
0,M9014/0,浆液性（囊性/粘性）纤维腺瘤NOS,
0,M9014/1,交界恶性的浆液性（囊）纤维腺瘤,
0,M9014/3,"浆液性（囊性）腺癌性纤维瘤
恶性浆液性（囊性）纤维腺瘤",
0,M9015/0,粘液性（囊性）纤维腺瘤NOS,
0,M9015/1,交界恶性的粘液性（囊性）纤维腺瘤,
0,M9015/3,"粘液性（囊性）腺癌性纤维瘤
恶性粘液性（囊性）纤维腺瘤",
0,M9016/0,巨纤维腺瘤C50.-,
0,M9020/0,叶状（囊肉）瘤，良性C50.-,
0,M9020/1,叶状瘤，交界/NOS C50.-；叶状囊肉瘤NOS C50.-,
0,M9020/3,"叶状（囊肉）瘤，恶性C50.-
导管周围间质瘤，低级别C50.-",
0,M9030/0,少年型纤维腺瘤C50.-,
1,M904,滑膜样肿瘤,
0,M9040/0,滑膜瘤，良性,
0,M9040/3,滑膜（肉）瘤NOS/恶性,
0,M9041/3,滑膜肉瘤，梭形细胞/单相纤维性,
0,M9042/3,滑膜肉瘤，上皮样细胞,
0,M9043/3,滑膜肉瘤，双相分化,
0,M9044/3,"透明细胞肉瘤NOS（除外肾的8964/3）
透明细胞肉瘤，肌腱及腱膜的C49.-
黑色素瘤，恶性，软组织的C49.-",
2,M9045/3,双表型鼻窦肉瘤C30.0/C31.-,
1,M905,间皮肿瘤C45.-,
0,M9050/0,间皮瘤，良性,
0,M9050/3,间皮瘤，恶性/NOS,
0,M9051/0,纤维性间皮瘤，良性,
0,M9051/3,"纤维性间皮瘤，恶性/NOS
梭形/肉瘤样/促结缔组织增生性间皮瘤",
0,M9052/0,"上皮样间皮瘤，良性
高分化的乳头状间皮瘤，良性（除外胸膜C38.4）",
2,M9052/1,胸膜高分化的乳头状间皮瘤C38.4,
0,M9052/3,上皮样间皮瘤，恶性/NOS,
0,M9053/3,间皮瘤，双相分化，恶性/NOS,
0,M9054/0,腺瘤样瘤NOS,
0,M9055/0,"多囊性间皮瘤，良性；囊性间皮瘤NOS C48.-
腹膜包涵囊肿C48.-",
3,M9055/1,囊性间皮瘤NOS C48.-,M9055/0
0,M9060/3,无性细胞瘤,
0,M9061/3,精原细胞瘤NOS C62.-,
0,M9062/3,精原细胞瘤，间变性/伴有高有丝分裂指数C62.-,
0,M9063/3,（精母细胞性）精原细胞瘤C62.-,
0,M9064/2,"小管内（恶性）生殖细胞肿瘤C62.- D07.6
原位生殖细胞瘤C62.- D07.6",
0,M9064/3,生殖细胞瘤NOS,
0,M9065/3,生殖细胞瘤，非精原细胞瘤样C62.-,
1,M906-909,生殖细胞肿瘤,
0,M9070/3,胚胎性（腺）癌NOS,
0,M9071/3,"内胚窦瘤；多囊性卵黄瘤；肝样卵黄囊瘤
睾丸母细胞瘤C62.-；胚胎性癌，婴儿型
卵黄囊瘤，青春期前/后型",
0,M9072/3,多胚瘤；胚胎性癌，多胚型,
0,M9073/1,性腺（母）细胞瘤,
0,M9080/0,"畸胎瘤，良性/已分化；成人（囊性）畸胎瘤
成熟型畸胎瘤（另见9084/0）",
0,M9080/1,"（实性）畸胎瘤NOS；退化的生殖细胞肿瘤
未成熟畸胎瘤，肺C34.-/胸腺C37.9/甲状腺C73.9",
0,M9080/3,"畸胎（样）瘤，恶性；胚胎性畸胎瘤
未成熟型畸胎瘤，恶性/NOS（除外肺、胸腺和甲状腺，另见9080/1）",
0,M9081/3,混合性胚胎性癌和畸胎瘤；畸胎癌,
0,M9082/3,恶性畸胎瘤，未分化/间变性,
0,M9083/3,恶性畸胎瘤，中度,
0,M9084/0,皮样囊肿NOS；（成熟）畸胎瘤，青春期前型C62.-,
0,M9084/3,"畸胎瘤，伴有恶性变；畸胎瘤合并体细胞型恶性肿瘤
皮样囊肿，伴有恶性变C56.9；皮样囊肿合并继发性肿瘤",
0,M9085/3,混合性生殖细胞瘤；混合性畸胎瘤和精原细胞瘤,
2,M9086/3,生殖细胞肿瘤，合并血液系统恶性肿瘤,
0,M9090/0,甲状腺肿样卵巢瘤NOS C56.9,
0,M9090/3,甲状腺肿样卵巢瘤，恶性C56.9,
0,M9091/1,甲状腺肿样（卵巢瘤和）类癌C56.9,
1,M910,滋养层的肿瘤,
0,M9100/0,（完全）葡萄胎NOS C58.9,
0,M9100/1,恶性/侵袭性葡萄胎NOS C58.9；绒毛膜腺瘤C58.9,
0,M9100/3,绒毛膜（上皮）癌NOS,
0,M9101/3,"绒毛膜癌，伴有其他母细胞成分
绒毛膜癌，伴有畸胎瘤/胚胎癌",
0,M9102/3,恶性畸胎瘤，滋养层的,
0,M9103/0,部分性葡萄胎C58.9,
0,M9104/1,胎盘部位滋养层性瘤C58.9,
0,M9105/3,滋养层性瘤，上皮样,
1,M911,中肾瘤,
0,M9110/0,"中肾瘤，良性；中肾（管）（腺）瘤
沃尔夫(Wolffian)管腺瘤；卵巢网腺瘤C56.9",
0,M9110/1,中肾性瘤；中肾管瘤；沃尔夫管瘤,
0,M9110/3,"中肾瘤，恶性/NOS；中肾腺癌；中肾管癌
沃尔夫管癌；卵巢网腺癌C56.9",
0,M9120/0,（樱桃状/窦状/微静脉/肾小球/梭形细胞血管瘤/鞋钉样）血管瘤NOS；绒毛膜血管瘤C58.9,
0,M9120/3,血管肉瘤,
0,M9121/0,海绵状血管瘤,
0,M9122/0,静脉血管瘤,
0,M9123/0,蔓状/动静脉血管瘤,
0,M9124/3,枯否（库普弗/Kupffer）细胞肉瘤C22.0 C22.3,
0,M9125/0,"上皮样血管瘤；组织细胞样血管瘤
皮肤上皮样血管瘤样结节",
2,M9126/0,非典型血管病变,
1,M912-916,血管肿瘤,
0,M9130/0,血管内皮瘤，良性,
0,M9130/1,（卡波西型）血管内皮瘤NOS,
0,M9130/3,血管内皮（细胞肉）瘤，恶性,
0,M9131/0,"（小叶）毛细血管瘤
丛状/单纯性/婴儿性/少年性血管瘤
先天性血管瘤，迅速消退型/非消退型/NOS",
0,M9132/0,肌内血管瘤,
3,M9133/1,上皮样血管内皮瘤NOS,M9133/3
0,M9133/3,"上皮样血管内皮瘤，恶性/NOS
血管内支气管肺泡性瘤[观察]C34.-",
0,M9135/1,"血管内乳头状血管内皮瘤；东布斯卡(Dabska)瘤
乳头状淋巴管内血管内膜瘤",
0,M9136/1,梭形细胞/网状/复合性血管内皮瘤,
2,M9137/0,肌内膜瘤,
2,M9137/3,内膜肉瘤,
2,M9138/1,假性肌原性（上皮样肉瘤样）血管内皮瘤,
0,M9140/3,卡波西肉瘤；多发性出血性肉瘤,
0,M9141/0,血管角质瘤,
0,M9142/0,疣状角化性血管瘤；疣状静脉畸形,
3,M9150/0,血管外皮细胞瘤，良性,M8815/0
3,M9150/1,"血管外皮细胞瘤NOS
血管外皮细胞性脑膜瘤[观察]C70.-",M8815/1
3,M9150/3,血管外皮细胞瘤，恶性,M8815/3
0,M9160/0,"（巨细胞/细胞性/少年性）血管纤维瘤NOS
鼻纤维性丘疹[观察]C44.3；退化性痣[观察]C44.-",
0,M9161/0,后天性凤头状（簇状）血管瘤,
0,M9161/1,血管母细胞瘤,
1,M917,淋巴管肿瘤,
0,M9170/0,淋巴管（内皮）瘤NOS,
0,M9170/3,淋巴管（内皮）（肉）瘤，恶性,
0,M9171/0,毛细淋巴管瘤,
0,M9172/0,海绵状淋巴管瘤,
0,M9173/0,囊状淋巴管瘤；（囊状）水囊瘤NOS,
0,M9174/0,淋巴管肌瘤,
0,M9174/1,淋巴管（平滑）肌瘤病,
0,M9175/0,血管淋巴管瘤,
0,M9180/0,骨瘤NOS C40.-/C41.-,
0,M9180/3,"骨（源性）肉瘤NOS C40.-/C41.-；骨软骨肉瘤C40.-/C41.-
骨母细胞肉瘤C40.-/C41.-；骨骼外的骨肉瘤",
0,M9181/3,软骨母细胞性骨肉瘤C40.-/C41.-,
0,M9182/3,"纤维母细胞性骨肉瘤C40.-/C41.-
骨纤维肉瘤C40.-/C41.-",
0,M9183/3,毛细管扩张性骨肉瘤C40.-/C41.-,
0,M9184/3,骨佩吉特(Paget)病内骨肉瘤C40.-/C41.-；继发性骨肉瘤,
0,M9185/3,小细胞/圆细胞骨肉瘤C40.-/C41.-,
0,M9186/3,"（保守性）中心性骨肉瘤C40.-/C41.-
髓性骨肉瘤C40.-/C41.-",
0,M9187/3,"骨内高分化/低级别骨肉瘤C40.-/C41.-
低级别中央性骨肉瘤C40.-/C41.-",
1,M918-924,骨和软骨肿瘤,
0,M9191/0,骨样骨瘤NOS C40.-/C41.-,
0,M9192/3,骨膜外/近皮质骨肉瘤C40.-/C41.-,
0,M9193/3,骨膜骨肉瘤C40.-/C41.-,
0,M9194/3,高等级表面骨肉瘤C40.-/C41.-,
0,M9195/3,皮质内骨肉瘤C40.-/C41.-,
0,M9200/0,骨母细胞瘤NOS C40.-/C41.-；巨骨样骨瘤C40.-/C41.-,
0,M9200/1,侵袭性骨母细胞瘤C40.-/C41.-,
0,M9210/0,"骨软骨瘤C40.-/C41.-；外生软骨瘤C40.-/C41.-
（骨）软骨源性外生骨疣C40.-/C41.-",
0,M9210/1,骨软骨瘤病NOS C40.-/C41.-；外生软骨瘤病C40.-/C41.-,
2,M9211/0,骨软骨粘液瘤,
2,M9212/0,奇异骨膜旁软骨增生,
2,M9213/0,指/趾甲下外生骨疣,
0,M9220/0,（内生）软骨瘤NOS C40.-/C41.-,
0,M9220/1,软骨瘤病NOS,
0,M9220/3,"（纤维）软骨肉瘤NOS C40.-/C41.-
软骨肉瘤，2级/3级C40.-/C41.-",
0,M9221/0,皮质旁/骨膜软骨瘤C40.-/C41.-,
0,M9221/3,皮质旁/骨膜软骨肉瘤C40.-/C41.-,
2,M9222/1,"非典型软骨肿瘤
软骨肉瘤，1级C40.-/C41.-",
3,M9230/0,"软骨母细胞瘤C40.-/C41.-；软骨样巨细胞瘤NOS C40.-/C41.-
科德曼(Codman)瘤C40.-/C41.-",M9230/1
2,M9230/1,"软骨母细胞瘤C40.-/C41.-
软骨样巨细胞瘤NOS C40.-/C41.-
科德曼(Codman)瘤C40.-/C41.-",
0,M9230/3,软骨母细胞瘤，恶性C40.-/C41.-,
0,M9231/3,粘液样软骨肉瘤,
0,M9240/3,间质性软骨肉瘤,
0,M9241/0,软骨粘液样纤维瘤C40.-/C41.-,
0,M9242/3,透明细胞软骨肉瘤C40.-/C41.-,
0,M9243/3,去分化的软骨肉瘤C40.-/C41.-,
1,M925,巨细胞肿瘤,
0,M9250/1,"骨巨细胞瘤C40.-/C41.-
破骨细胞瘤NOS C40.-/C41.-",
0,M9250/3,"骨巨细胞肉瘤C40.-/C41.-
破骨细胞瘤，恶性C40.-/C41.-",
0,M9251/1,软组织巨细胞瘤NOS,
0,M9251/3,软组织恶性巨细胞瘤,
0,M9252/0,"腱鞘巨/纤维组织细胞瘤C49.-
腱鞘巨细胞瘤，局限性C49.-",
2,M9252/1,"腱鞘巨细胞瘤，弥漫性C49.-
色素沉着性绒毛结节性滑膜炎",
0,M9252/3,恶性腱鞘巨细胞瘤C49.-,
1,M926,其他骨肿瘤C40.-/C41.-,
2,M9260/0,动脉瘤样骨囊肿,
3,M9260/3,尤文氏（尤因/尤汶/Ewing’s）（肉）瘤,M9364/3
0,M9261/3,长骨釉质瘤C40.-；胫骨釉质瘤C40.2,
0,M9262/0,骨（化性）纤维瘤；纤维骨瘤,
0,M9270/0,牙源性瘤，良性,
0,M9270/1,牙源性瘤NOS,
0,M9270/3,牙源性（肉）瘤，恶性；牙源性癌；釉母细胞癌；原发性骨内癌,
0,M9271/0,（釉母细胞纤维）牙本质瘤,
0,M9272/0,牙骨质瘤NOS；尖周牙骨质不典型增生,
0,M9273/0,牙骨质母细胞瘤，良性,
0,M9274/0,牙骨质化纤维瘤,
0,M9275/0,巨型牙骨质瘤；旺盛骨性不典型增生,
1,M927-934,牙源性肿瘤C41.-,
0,M9280/0,牙瘤NOS,
0,M9281/0,组合性牙瘤,
0,M9282/0,复合性牙瘤,
0,M9290/0,釉母细胞纤维牙瘤；纤维母细胞性牙瘤,
0,M9290/3,釉母细胞纤维牙肉瘤；,
0,M9300/0,腺瘤样牙源性瘤；腺性釉母细胞瘤,
0,M9301/0,钙化牙源性囊肿,
0,M9302/0,牙源性/牙本质血影细胞瘤,
2,M9302/3,血影细胞牙源性癌,
0,M9310/0,釉（母细胞）（质）瘤NOS（除外长骨的9261/3）,
0,M9310/3,釉（母细胞）（质）瘤，恶性（除外长骨的9261/3）,
0,M9311/0,牙釉母细胞瘤,
0,M9312/0,鳞状牙源性瘤,
0,M9320/0,牙源性粘液（纤维）瘤,
0,M9321/0,（中心性）牙源性纤维瘤NOS,
0,M9322/0,周围性牙源性纤维瘤,
0,M9330/0,釉母细胞纤维瘤,
0,M9330/3,釉母细胞（纤维）肉瘤；牙源性纤维肉瘤,
0,M9340/0,钙化性上皮性牙源性瘤；平堡(Pindborg)瘤,
3,M9341/1,透明细胞牙源性瘤,M9341/3
2,M9341/3,透明细胞牙源性瘤/癌,
0,M9342/3,牙源性癌肉瘤,
0,M9350/1,颅咽管瘤C75.2；拉特克（腊特克/Rathke）囊瘤C75.1,
0,M9351/1,颅咽管瘤，釉质上皮瘤样C75.2,
0,M9352/1,颅咽管瘤，乳头状C75.2,
1,M935-937,其他肿瘤,
0,M9360/1,松果体瘤C75.3,
0,M9361/1,松果体细胞瘤C75.3,
0,M9362/3,"（混合性松果体细胞瘤-）松果体母细胞瘤C75.3
混合性/移行性松果体瘤C75.3
中分化的松果体实质瘤C75.3",
0,M9363/0,黑色素性神经外胚层瘤；视网膜原基瘤；黑色素釉母细胞瘤；黑色素性突变瘤,
0,M9364/3,"（周围性）神经外胚层瘤NOS
周围性原始性神经外胚层瘤(PPNET) NOS
尤文氏（尤因/尤汶/Ewing’s）（肉）瘤",
0,M9365/3,阿斯金(Askin)瘤,
2,M9370/0,良性脊索细胞瘤,
0,M9370/3,脊索瘤NOS,
0,M9371/3,软骨样脊索瘤,
0,M9372/3,去分化的脊索瘤,
0,M9373/0,脊索旁瘤,
0,M9380/3,神经胶质瘤，恶性/NOS C71.-（除外鼻部神经胶质瘤，非肿瘤性）,
0,M9381/3,大脑神经胶质瘤病C71.-,
0,M9382/3,"混合性神经胶质瘤C71.-
（间变性）少突星形细胞瘤C71.-",
0,M9383/1,"室管膜下（神经胶质/星形细胞）瘤NOS C71.-
混合性室管膜下瘤-室管膜瘤C71.-",
0,M9384/1,室管膜下巨细胞星形细胞瘤C71.-,
2,M9385/3,"弥漫性中线胶质瘤，H3 K27M突变C71.-
弥漫性先天性脑桥脑胶质瘤，H3 K27M突变C71.7",
1,M938-948,神经胶质瘤,
0,M9390/0,脉络丛乳头状瘤NOS C71.5,
0,M9390/1,非典型性脉络丛乳头状瘤C71.5,
0,M9390/3,脉络丛癌C71.5；脉络丛乳头状瘤，间变性/恶性C71.5,
2,M9391/1,鞍区室管膜瘤C75.1,
0,M9391/3,"（上皮/细胞性）室管膜瘤C71.-
透明细胞/伸长细胞性室管膜瘤C71.-",
0,M9392/3,室管膜瘤，间变性C71.-；室管膜母细胞瘤C71.-,
0,M9393/3,乳头状室管膜瘤C71.-,
0,M9394/1,粘液乳头状室管膜瘤C72.0,
2,M9395/3,松果体区乳头状肿瘤,
2,M9396/3,室管膜瘤，RELA融合阳性C71.-,
0,M9400/3,"（弥漫性）星形细胞瘤NOS C71.-
（低级别）星形神经胶质瘤C71.-
囊型星形胶质瘤[观察]C71.-.
弥漫性星形细胞瘤，低级别/IDH突变C71.-",
0,M9401/3,星形细胞瘤，间变性（，IDH突变）C71.-,
0,M9410/3,原浆性星形细胞瘤C71.-,
0,M9411/3,饲肥星形细胞瘤（，IDH突变）C71.-,
0,M9412/1,促结缔组织增生性婴儿星形细胞/神经胶质瘤C71.-,
0,M9413/0,胚胎期发育不良性神经上皮性瘤,
0,M9420/3,纤维性星形细胞瘤C71.-,
0,M9421/1,"毛细胞性/毛毡状/少年性星形细胞瘤C71.-
成胶质细胞瘤NOS[观察]C71.-",
0,M9423/3,"极性成胶质细胞瘤C71.-
原始极性成胶质细胞瘤[观察]C71.-",
0,M9424/3,（间变性）多形性黄色星形细胞瘤C71.-,
2,M9425/3,毛状粘液性星形细胞瘤C71.-,
0,M9430/3,星形母细胞瘤C71.-,
2,M9431/1,血管中心性胶质瘤,
2,M9432/1,垂体细胞瘤,
0,M9440/3,"（多形性/上皮样）胶质母细胞瘤NOS C71.-
胶质母细胞瘤，IDH野生型/原发性，NOS C71.-
弥漫性中线胶质瘤，NOS C71.-（另见9385/3）
弥漫性先天性脑桥胶质瘤C71.7（另见9385/3）",
0,M9441/3,"巨细胞胶质母细胞瘤C71.-
畸形细胞性肉瘤[观察]C71.-",
0,M9442/1,神经胶质纤维瘤C71.-,
0,M9442/3,"神经胶质肉瘤C71.-
胶质母细胞瘤，伴有肉瘤成分C71.-",
0,M9444/1,"脊索状神经胶质瘤C71.-
第三脑室的脊索状神经胶质瘤C71.5",
2,M9445/3,"胶质母细胞瘤，IDH突变C71.-
胶质母细胞瘤，继发性，IDH突变/NOS C71.-",
0,M9450/3,少突神经胶质细胞瘤，NOS/IDH突变和1p/19q共同缺失C71.-,
0,M9451/3,少突神经胶质细胞瘤，间变性（，IDH突变和1p/19q共同缺失）C71.-,
0,M9460/3,少突神经胶质母细胞瘤[观察]C71.-,
0,M9470/3,"（黑色素）神经母细胞瘤NOS C71.6
（黑色素/经典型）髓母细胞瘤NOS C71.6",
0,M9471/3,"促结缔组织增生性结节性髓母细胞瘤C71.6
局限性蛛网膜小脑肉瘤[观察]C71.6 
髓母细胞瘤，伴有广泛结节性C71.6 
髓母细胞瘤，SHH活化（和TP53野生型），NOS C71.6",
0,M9472/3,髓肌母细胞瘤C71.6,
0,M9473/3,"原始性神经外胚层瘤(PNET) NOS C71.-
中枢原始性神经外胚层瘤(CPNET) NOS C71.-
幕上原始性神经外胚瘤C71.-  
中枢神经系统胚胎肿瘤，NOS/伴有横纹肌样特征",
0,M9474/3,大细胞髓母细胞瘤C71.6；间变性髓母细胞瘤C71.6,
2,M9475/3,髓母细胞瘤，WNT活化，经典型/大细胞型/间变型C71.6,
2,M9476/3,髓母细胞瘤，SHH活化和TP53突变C71.6,
2,M9477/3,髓母细胞瘤，非WNT/非SHH C71.6,
2,M9478/3,"多层玫瑰花结的胚胎性肿瘤（，伴有C19MC异位）C71.-
富含神经纤维和真玫瑰花结的胚胎性肿瘤C71.-",
0,M9480/3,小脑肉瘤NOS[观察]C71.6,
0,M9490/0,神经节瘤,
0,M9490/3,（中枢神经系统）神经节母细胞瘤,
0,M9491/0,神经节瘤病,
0,M9492/0,神经节细胞瘤,
0,M9493/0,小脑发育不良性神经节细胞（莱尔米特Lhermitte-杜克洛Duclos）瘤C71.6,
1,M949-952,神经上皮性肿瘤,
0,M9500/3,（交感）神经母细胞瘤；中枢神经系统母细胞瘤C71.-,
0,M9501/0,髓上皮瘤，良性C69.4；视网膜胚瘤，良性C69.-,
0,M9501/3,髓上皮瘤NOS；视网膜胚瘤，恶性C69.-,
0,M9502/0,畸胎样髓上皮瘤，良性C69.4,
0,M9502/3,畸胎样髓上皮瘤,
0,M9503/3,神经上皮瘤NOS,
0,M9504/3,胶质神经母细胞瘤,
0,M9505/1,神经节神经胶质瘤NOS；胶质神经瘤[观察]；神经星形细胞瘤[观察],
0,M9505/3,神经节神经胶质瘤，间变性,
0,M9506/1,"（中枢）神经细胞瘤；髓细胞瘤C71.6
小脑脂肪性神经细胞瘤C71.6
脂肪瘤性髓母细胞瘤C71.6；脑室外神经细胞瘤",
0,M9507/0,帕奇尼（帕西尼/Pacinian）小体瘤,
0,M9508/3,"非典型畸胎样/横纹肌样瘤C71.-
中枢神经系统胚胎性肿瘤，伴有横纹肌样特征C71.-",
2,M9509/1,乳头状胶质神经元肿瘤；玫瑰花结形成神经胶质瘤,
0,M9510/0,视网膜细胞瘤C69.2,
0,M9510/3,视网膜母细胞瘤NOS C69.2,
0,M9511/3,视网膜母细胞瘤，已分化C69.2,
0,M9512/3,视网膜母细胞瘤，未分化C69.2,
0,M9513/3,视网膜母细胞瘤，弥漫性C69.2,
0,M9514/1,视网膜母细胞瘤，自然消退C69.2,
0,M9520/3,嗅神经源性瘤,
0,M9521/3,嗅/感觉神经细胞瘤C30.0,
0,M9522/3,嗅/感觉神经母细胞瘤C30.0,
0,M9523/3,嗅/感觉神经上皮瘤C30.0,
1,M953,脑（脊）膜瘤C70.-,
0,M9530/0,（微小囊性/分泌性/化生性/富淋巴浆细胞性/弥散型/多发性）脑（脊）膜瘤（病）,
3,M9530/1,（弥散型/多发性）脑（脊）膜瘤（病）NOS,M9530/0
0,M9530/3,脑（脊）膜瘤，恶性/间变性；（柔）脑膜（性）肉瘤,
0,M9531/0,脑膜上皮性/内皮瘤性/合体细胞性脑（脊）膜瘤,
0,M9532/0,纤维（母细胞）性脑（脊）膜瘤,
0,M9533/0,沙粒体性脑（脊）膜瘤,
0,M9534/0,血管瘤性脑（脊）膜瘤,
0,M9535/0,血管母细胞性脑（脊）膜瘤[观察],
0,M9537/0,移行细胞/混合性脑（脊）膜瘤,
0,M9538/1,透明细胞/脊索状脑（脊）膜瘤,
0,M9538/3,乳头状/横纹肌样脑（脊）膜瘤,
0,M9539/1,非典型脑（脊）膜瘤,
0,M9539/3,脑（脊）膜肉瘤病,
0,M9540/0,"神经纤维瘤NOS
（多发性）神经纤维瘤病NOS
冯·雷克林豪森(Von Recklinghausen)病（除外骨的）",
3,M9540/1,"（多发性）神经纤维瘤病NOS
冯·雷克林豪森(Von Recklinghausen)病（除外骨的）",M9540/0
0,M9540/3,"恶性周围神经鞘瘤(MPNST)，NOS
神经（纤维/源性）肉瘤[观察] 
（上皮样）恶性周围神经鞘瘤，伴有腺状分化/间质分化/神经束膜分化 
黑色素（沙粒体性）恶性周围神经鞘瘤",
0,M9541/0,黑色素性神经纤维瘤,
2,M9542/3,恶性周围神经鞘瘤(MPNST)，上皮样,
1,M954-957,神经鞘肿瘤,
0,M9550/0,丛状神经（纤维）瘤,
0,M9560/0,"（色素沉着性/黑色素/丛状）神经鞘瘤NOS
（细胞性/退化性/变性/陈旧性/沙粒体性）神经鞘瘤
施旺（施沃恩/Schwann）细胞瘤；听神经瘤C72.4",
4,M9560/1,黑色素神经鞘瘤,M9560/0
0,M9560/3,恶性神经鞘瘤NOS[观察]；神经鞘肉瘤NOS[观察],
0,M9561/3,"恶性（周围）神经鞘瘤，伴有横纹肌母细胞分化
蝾螈（特里同/Triton）瘤，恶性",
0,M9562/0,神经鞘粘液瘤；（细胞性）神经鞘膜瘤,
2,M9563/0,（混合性）神经鞘瘤NOS,
0,M9570/0,（孤立性局限性）神经瘤NOS,
0,M9571/0,（软组织）神经（内神经）束瘤NOS,
0,M9571/3,神经束瘤，恶性；神经束性恶性周围神经鞘瘤,
1,M958,颗粒细胞肿瘤和软组织腺泡状肉瘤,
0,M9580/0,颗粒细胞（肌母细胞）瘤NOS,
0,M9580/3,颗粒细胞（肌母细胞）瘤，恶性,
0,M9581/3,腺泡状软组织肉瘤,
0,M9582/0,鞍区的颗粒细胞瘤C75.1,
1,M959,恶性淋巴瘤，弥漫性或NOS,
0,M9590/3,"（恶性）淋巴瘤NOS C85.9
小神经胶质细胞瘤[观察]C71.- C85.7",
2,M9591/1,单克隆B细胞淋巴细胞增多症，非CLL（慢性淋巴细胞白血病）型/NOS（另见9823/1）,
0,M9591/3,"非霍奇金淋巴瘤NOS C85.9
B细胞淋巴瘤NOS C85.1
淋巴肉瘤，弥漫性/NOS[观察]C85.7 
恶性淋巴瘤，弥漫性NOS C83.9
恶性淋巴瘤，小细胞，无核裂，弥漫性[观察]C83.0 
脾脏弥漫性红髓小B细胞淋巴瘤C42.2 C83.0
毛细胞白血病变异体C83.0 
恶性淋巴瘤，小核裂细胞，弥漫性/NOS[观察]C83.1 
网状细胞肉瘤，弥漫性/NOS[观察]C83.3 
恶性淋巴瘤，淋巴细胞性，低分化，弥漫性[观察]C83.5 
恶性淋巴瘤，无核裂细胞NOS C83.8
恶性淋巴瘤，核裂细胞NOS[观察]C83.8 
恶性淋巴瘤，未分化细胞，非伯基特(Burkitt)/NOS[观察]C83.8 
脾B细胞淋巴瘤/白血病，不可分型C42.2 C83.8
恶性淋巴瘤，淋巴细胞性，中分化，结节性[观察]C82.7 ",
0,M9596/3,"复合性霍奇金和非霍奇金淋巴瘤C85.7
弥漫性大B细胞淋巴瘤与经典型霍奇金淋巴瘤之间的B细胞淋巴瘤C85.7",
2,M9597/3,原发性皮肤滤泡中心淋巴瘤C44.- C82.6,
1,M959-972,霍奇金(Hodgkin)和非霍奇金淋巴瘤,
0,M9650/3,"霍奇金淋巴瘤NOS C81.9
经典型霍奇金淋巴瘤移植后淋巴增生性疾病C81.9",
0,M9651/3,"（经典型）霍奇金淋巴瘤，富淋巴细胞性(LRCHL)
霍奇金淋巴瘤，淋巴细胞（-组织细胞）为主型，弥漫性/NOS[观察]",
